iter	Passed	Remaining
1660	223738	45663
1661	223850	45524
1662	223973	45387
1663	224116	45254
1664	224242	45117
1665	224368	44981
1666	224501	44846
1667	224618	44708
1668	224746	44572
1669	224880	44437
1670	225010	44301
1671	225141	44166
1672	225258	44028
1673	225379	43891
1674	225505	43754
1675	225637	43619
1676	225788	43488
1677	225919	43352
1678	226049	43217
1679	226169	43079
1680	226298	42944
1681	226421	42807
1682	226536	42669
1683	226666	42533
1684	226796	42398
1685	226923	42262
1686	227071	42130
1687	227196	41993
1688	227329	41858
1689	227465	41724
1690	227595	41588
1691	227731	41454
1692	227878	41322
1693	228020	41189
1694	228170	41057
1695	228296	40921
1696	228412	40783
1697	228542	40647
1698	228675	40512
1699	228798	40376
1700	228928	40240
1701	229064	40106
1702	229185	39969
1703	229296	39830
1704	229414	39693
1705	229541	39557
1706	229672	39422
1707	229784	39283
1708	229894	39145
1709	230025	39010
1710	230135	38871
1711	230256	38734
1712	230380	38598
1713	230486	38459
1714	230601	38321
1715	230735	38186
1716	230846	38048
1717	230950	37909
1718	231075	37773
1719	231200	37637
1720	231339	37503
1721	231491	37371
1722	231606	37234
1723	231723	37097
1724	231847	36961
1725	231969	36824
1726	232087	36687
1727	232207	36551
1728	232325	36414
1729	232457	36279
1730	232584	36143
1731	232709	36008
1732	232839	35873
1733	232957	35736
1734	233075	35599
1735	233196	35463
1736	233309	35325
1737	233442	35190
1738	233558	35053
1739	233667	34915
1740	233821	34784
1741	233929	34646
1742	234036	34508
1743	234160	34372
1744	234288	34236
1745	234410	34100
1746	234516	33962
1747	234621	33824
1748	234732	33686
1749	234842	33548
1750	234972	33414
1751	235094	33278
1752	235200	33140
1753	235300	33001
1754	235421	32865
1755	235548	32729
1756	235654	32591
1757	235774	32455
1758	235884	32318
1759	235990	32180
1760	236095	32042
1761	236203	31904
1762	236310	31767
1763	236423	31630
1764	236533	31493
1765	236637	31355
1766	236759	31219
1767	236888	31084
1768	237014	30949
1769	237136	30814
1770	237260	30679
1771	237372	30542
1772	237498	30407
1773	237603	30269
1774	237717	30133
1775	237838	29997
1776	237953	29861
1777	238082	29726
1778	238201	29591
1779	238325	29456
1780	238466	29322
1781	238582	29186
1782	238720	29053
1783	238840	28917
1784	238956	28781
1785	239103	28649
1786	239229	28514
1787	239352	28379
1788	239477	28244
1789	239582	28107
1790	239700	27971
1791	239822	27836
1792	239938	27700
1793	240064	27565
1794	240183	27430
1795	240297	27294
1796	240414	27158
1797	240538	27023
1798	240655	26888
1799	240785	26753
1800	240912	26619
1801	241052	26486
1802	241168	26350
1803	241295	26216
1804	241418	26081
1805	241541	25946
1806	241656	25810
1807	241773	25675
1808	241910	25541
1809	242031	25406
1810	242156	25271
1811	242282	25137
1812	242410	25003
1813	242555	24870
1814	242666	24734
1815	242785	24599
1816	242903	24464
1817	243061	24332
1818	243224	24202
1819	243359	24068
1820	243487	23934
1821	243618	23800
1822	243742	23665
1823	243870	23531
1824	243992	23396
1825	244114	23261
1826	244240	23127
1827	244367	22993
1828	244492	22858
1829	244604	22722
1830	244716	22587
1831	244831	22451
1832	244954	22317
1833	245077	22182
1834	245202	22048
1835	245327	21913
1836	245445	21778
1837	245569	21644
1838	245680	21508
1839	245801	21374
1840	245923	21239
1841	246067	21106
1842	246178	20971
1843	246304	20837
1844	246426	20702
1845	246545	20567
1846	246658	20432
1847	246764	20296
1848	246864	20160
1849	246996	20026
1850	247108	19891
1851	247212	19755
1852	247320	19620
1853	247436	19485
1854	247542	19349
1855	247658	19214
1856	247761	19079
1857	247870	18943
1858	247985	18809
1859	248101	18674
1860	248204	18538
1861	248306	18402
1862	248415	18267
1863	248530	18133
1864	248635	17997
1865	248746	17862
1866	248859	17728
1867	248958	17592
1868	249056	17456
1869	249161	17321
1870	249282	17187
1871	249394	17052
1872	249511	16918
1873	249628	16784
1874	249734	16648
1875	249848	16514
1876	249957	16379
1877	250067	16245
1878	250167	16109
1879	250284	15975
1880	250406	15841
1881	250506	15706
1882	250624	15572
1883	250730	15437
1884	250831	15302
1885	250948	15168
1886	251052	15033
1887	251156	14899
1888	251265	14764
1889	251366	14629
1890	251469	14495
1891	251579	14360
1892	251695	14226
1893	251807	14092
1894	251928	13959
1895	252048	13825
1896	252157	13691
1897	252279	13557
1898	252392	13423
1899	252518	13290
1900	252648	13157
1901	252769	13023
1902	252913	12891
1903	253034	12758
1904	253141	12623
1905	253251	12489
1906	253364	12356
1907	253471	12221
1908	253584	12088
1909	253688	11953
1910	253792	11819
1911	253911	11686
1912	254017	11552
1913	254122	11418
1914	254238	11284
1915	254342	11150
1916	254455	11017
1917	254569	10883
1918	254673	10749
1919	254791	10616
1920	254903	10482
1921	255015	10349
1922	255132	10215
1923	255243	10082
1924	255353	9948
1925	255473	9815
1926	255584	9682
1927	255699	9548
1928	255804	9415
1929	255909	9281
1930	256012	9148
1931	256118	9014
1932	256226	8881
1933	256334	8747
1934	256442	8614
1935	256563	8481
1936	256691	8348
1937	256815	8215
1938	256934	8083
1939	257038	7949
1940	257151	7816
1941	257271	7683
1942	257381	7550
1943	257500	7417
1944	257606	7284
1945	257715	7151
1946	257819	7018
1947	257938	6885
1948	258042	6752
1949	258151	6619
1950	258253	6486
1951	258365	6353
1952	258475	6220
1953	258581	6087
1954	258722	5955
1955	258845	5822
1956	258981	5690
1957	259130	5558
1958	259274	5426
1959	259390	5293
1960	259523	5161
1961	259643	5028
1962	259756	4896
1963	259877	4763
1964	259990	4630
1965	260099	4498
1966	260203	4365
1967	260313	4232
1968	260414	4099
1969	260518	3967
1970	260622	3834
1971	260746	3702
1972	260847	3569
1973	260947	3436
1974	261047	3304
1975	261149	3171
1976	261257	3039
1977	261358	2906
1978	261470	2774
1979	261580	2642
1980	261689	2509
1981	261795	2377
1982	261905	2245
1983	262013	2113
1984	262112	1980
1985	262211	1848
1986	262316	1716
1987	262417	1584
1988	262519	1451
1989	262624	1319
1990	262739	1187
1991	262852	1055
1992	262950	923
1993	263048	791
1994	263149	659
1995	263252	527
1996	263350	395
1997	263452	263
1998	263552	131
1999	263655	0
