iter	Logloss
152	0.05983890314
153	0.05956625191
154	0.0592380766
155	0.05892513623
156	0.058600561
157	0.05816886198
158	0.05793318056
159	0.05768785582
160	0.05740341053
161	0.05719717408
162	0.05699410347
163	0.05668291583
164	0.05650717065
165	0.05625462717
166	0.05595542456
167	0.05577524706
168	0.05541928366
169	0.05516173133
170	0.05492941978
171	0.05468412531
172	0.05451689989
173	0.05437459042
174	0.05416386986
175	0.05401965623
176	0.05383055344
177	0.05364665482
178	0.0534374199
179	0.05324546831
180	0.05300471137
181	0.05273739581
182	0.05257440266
183	0.05239411793
184	0.05210675533
185	0.05185420891
186	0.05167128138
187	0.0515793131
188	0.05137597217
189	0.05128255204
190	0.0510475732
191	0.05087617387
192	0.05075494744
193	0.05059781046
194	0.05048136802
195	0.05030181432
196	0.05007244143
197	0.04995247805
198	0.04977635673
199	0.04960051842
200	0.04946381987
201	0.04932899544
202	0.04925244179
203	0.04911781326
204	0.04902235995
205	0.04887121846
206	0.04875587787
207	0.04859386183
208	0.04852232246
209	0.04839957755
210	0.04832802691
211	0.04823071714
212	0.04816947231
213	0.04803577182
214	0.04794699574
215	0.04785037708
216	0.04773400894
217	0.0476677827
218	0.04761062773
219	0.04756192567
220	0.04742764207
221	0.04733316365
222	0.04727980382
223	0.04717574554
224	0.04709286724
225	0.04704450917
226	0.04699710647
227	0.04688017307
228	0.04683024605
229	0.04673390155
230	0.04665744724
231	0.04656413817
232	0.04649723663
233	0.04646092926
234	0.04635669835
235	0.04632809106
236	0.04628042168
237	0.04620240133
238	0.04614194922
239	0.04605136001
240	0.04600226556
241	0.04589675632
242	0.04579831695
243	0.0457433894
244	0.04567731755
245	0.04563443993
246	0.04557986415
247	0.04552518184
248	0.04546776565
249	0.0454309094
250	0.04539129502
251	0.04533458406
252	0.04528517609
253	0.0452079764
254	0.04515430004
255	0.04509097839
256	0.04504722963
257	0.04496231579
258	0.04492215163
259	0.04488041336
260	0.04482342688
261	0.04475380366
262	0.04467387087
263	0.04463106281
264	0.04457300392
265	0.04448059611
266	0.044428441
267	0.04438757222
268	0.04435944842
269	0.04433459137
270	0.04427257344
271	0.04422220351
272	0.04416296234
273	0.04410274568
274	0.04408588685
275	0.04403864324
276	0.04398981688
277	0.04392994068
278	0.04386670993
279	0.04383605886
280	0.04378955246
281	0.04373886922
282	0.04372036391
283	0.0436800233
284	0.04363807247
285	0.04356099467
286	0.04352136317
287	0.04346808055
288	0.04340865641
289	0.04335757462
290	0.04331220822
291	0.04325643413
292	0.04321623383
293	0.04318199443
294	0.04314058969
295	0.04311619303
296	0.04308281769
297	0.04304418103
298	0.0430215996
299	0.04297873119
300	0.04295026674
301	0.04289071057
302	0.04285186635
303	0.04282960354
304	0.0427672808
305	0.04272110523
306	0.04269647611
307	0.04264974114
308	0.04260495385
309	0.04257512819
310	0.04253843784
311	0.04250836989
312	0.04247116993
313	0.04244851305
314	0.04241243096
315	0.04237709095
316	0.04234418662
317	0.04232236387
318	0.0422802068
319	0.04225397204
320	0.04223350502
321	0.04220614444
322	0.04216408031
323	0.0421400566
324	0.04210692043
325	0.04207582622
326	0.04204430348
327	0.04200493839
328	0.04198539366
329	0.04194480332
330	0.04191857636
331	0.04190494212
332	0.04187316447
333	0.04185882017
334	0.04184224638
335	0.04182184185
336	0.04179119328
337	0.04175604645
338	0.04173212579
339	0.04171731171
340	0.04170314729
341	0.04166776864
342	0.04164994997
343	0.04162531506
344	0.04158827964
345	0.04157208383
346	0.04155049308
347	0.04152127137
348	0.04150248587
349	0.04148915049
350	0.04146228728
351	0.04144499731
352	0.04142394536
353	0.04138991478
354	0.04137187953
355	0.0413507994
356	0.04132857871
357	0.04131511069
358	0.0412920579
359	0.04125953253
360	0.04123927585
361	0.04120779362
362	0.04117920108
363	0.04115662294
364	0.04114093645
365	0.04113182902
366	0.04110723429
367	0.04108280351
368	0.04106359175
369	0.04104810489
370	0.04104006191
371	0.04102534516
372	0.04101057242
373	0.04099265979
374	0.04097283804
375	0.04095087049
376	0.0409285966
377	0.04090891547
378	0.04089290238
379	0.04088132141
380	0.04084790971
381	0.04083145245
382	0.0408212085
383	0.0408036899
384	0.04076674356
385	0.0407392925
386	0.04073014364
387	0.04069704444
388	0.04067706565
389	0.04066977683
390	0.04066135291
391	0.04064243221
392	0.04061171723
393	0.04059395724
394	0.0405658228
395	0.04055298757
396	0.04053503555
397	0.04051866587
398	0.04049823534
399	0.04047966303
400	0.0404693052
401	0.04046027241
402	0.04045000668
403	0.04043767844
404	0.04041929788
405	0.04039625893
406	0.04037712729
407	0.04035957841
408	0.04034653447
409	0.04032868655
410	0.04031486925
411	0.0402988341
412	0.0402856188
413	0.04027210869
414	0.04025510017
415	0.04023968141
416	0.04022597978
417	0.04021718497
418	0.04020335481
419	0.04019577332
420	0.04017909379
421	0.04016267966
422	0.04014670352
423	0.04013254501
424	0.04012677955
425	0.04012678484
426	0.0401131767
427	0.04010331216
428	0.0400822607
429	0.04006637507
430	0.04006399853
431	0.04005742818
432	0.04004187292
433	0.04004186626
434	0.04002763242
435	0.04000326733
436	0.03998468032
437	0.03997265259
438	0.03996275061
439	0.03995687001
440	0.03993909479
441	0.03992468271
442	0.03990879006
443	0.039898208
444	0.03988949261
445	0.03987921106
446	0.03986980802
447	0.03985681564
448	0.03985679724
449	0.03985120522
450	0.03984648525
451	0.03983686594
452	0.03982340694
453	0.03980993467
454	0.03979766119
455	0.03979376474
456	0.03977011504
457	0.03975681501
458	0.03974931761
459	0.03973728649
460	0.03971851942
461	0.03970780387
462	0.03970776591
463	0.03970418104
464	0.03969321611
465	0.03968413375
466	0.03968413708
467	0.03967586833
468	0.03966678662
469	0.03965538237
470	0.03964341079
471	0.03963096482
472	0.03961755309
473	0.0396122683
474	0.03960013599
475	0.03959223971
476	0.03958246502
477	0.03958246424
478	0.0395737103
479	0.03957369837
480	0.03955783876
481	0.03955183344
482	0.0395441233
483	0.03953379563
484	0.03952268562
485	0.03951248196
486	0.03950690155
487	0.03950312545
488	0.03949964053
489	0.03948628361
490	0.0394862842
491	0.03947979128
492	0.0394738186
493	0.03945813674
494	0.03945813596
495	0.03945093516
496	0.03943674288
497	0.03943673643
498	0.03942839029
499	0.03941300668
500	0.0394130055
501	0.03941300492
502	0.03941300042
503	0.03939911687
504	0.03938762684
505	0.03938762685
506	0.03938205822
507	0.03938204628
508	0.03937734335
509	0.03937733631
510	0.03936877571
511	0.03935403195
512	0.03935016332
513	0.0393470633
514	0.03933521912
515	0.03932385925
516	0.03931939459
517	0.03930901514
518	0.03930128438
519	0.03929553924
520	0.03928132612
521	0.03927513602
522	0.03927507844
523	0.03927168482
524	0.03925564013
525	0.03924706987
526	0.03923853755
527	0.03923119404
528	0.03921542834
529	0.03921208723
530	0.03919825224
531	0.03919077941
532	0.03917432473
533	0.03916367506
534	0.03915771637
535	0.03914544934
536	0.03914124397
537	0.03913052574
538	0.03912817105
539	0.03911113391
540	0.03910327992
541	0.03910273106
542	0.03909441676
543	0.03908825702
544	0.039088249
545	0.0390821658
546	0.03907374864
547	0.03906813951
548	0.03906278648
549	0.03906276906
550	0.03906027578
551	0.03905128205
552	0.03904408828
553	0.03903248604
554	0.03902193841
555	0.03901283283
556	0.03900233227
557	0.03900232345
558	0.03900232345
559	0.03900230172
560	0.03898762597
561	0.03898129819
562	0.03896751253
563	0.03895531529
564	0.03894951924
565	0.03894951317
566	0.03894951023
567	0.03894950611
568	0.03894580117
569	0.03894240509
570	0.03893909096
571	0.03893198707
572	0.0389291553
573	0.03892634913
574	0.03891909743
575	0.03891909293
576	0.03890703613
577	0.03889527432
578	0.03888607026
579	0.03888607085
580	0.03888606908
581	0.03888606497
582	0.03888239867
583	0.03888159816
584	0.03888159208
585	0.03888157916
586	0.03886751805
587	0.03885996788
588	0.03884234062
589	0.03882722042
590	0.03882385613
591	0.03881667884
592	0.03881073344
593	0.03881071915
594	0.03881071465
595	0.0388107119
596	0.03880701707
597	0.0387968987
598	0.03878364189
599	0.03878364189
600	0.03878363954
601	0.03878363777
602	0.03878363367
603	0.03878362445
604	0.0387836225
605	0.03878362642
606	0.03877942554
607	0.03876488391
608	0.03875481244
609	0.03875110014
610	0.0387449624
611	0.0387449577
612	0.03874495456
613	0.03874494576
614	0.03874494223
615	0.03874493322
616	0.0387380108
617	0.0387335705
618	0.03873117696
619	0.03873117833
620	0.03873117481
621	0.03873117305
622	0.03873116699
623	0.03873117069
624	0.0387311656
625	0.03872150977
626	0.03871371465
627	0.03870743595
628	0.03870076559
629	0.03870073192
630	0.03869824487
631	0.03869226748
632	0.03869226943
633	0.03869226767
634	0.03869226375
635	0.03869222676
636	0.03868512872
637	0.03867247056
638	0.038672469
639	0.03867246214
640	0.03867077
641	0.03866594122
642	0.03866005131
643	0.03866004269
644	0.03866004211
645	0.03866002625
646	0.03866002508
647	0.03865551186
648	0.03864719644
649	0.03864257523
650	0.03863724615
651	0.03863724282
652	0.03862581145
653	0.03861788072
654	0.03861504531
655	0.03860820394
656	0.03860635012
657	0.03860634561
658	0.0386063413
659	0.03860633621
660	0.03859996114
661	0.03859074625
662	0.03858511846
663	0.0385831496
664	0.03857932386
665	0.03857454596
666	0.0385699423
667	0.03856667626
668	0.03856055203
669	0.03855644579
670	0.03855643737
671	0.0385462656
672	0.03853912178
673	0.03853526713
674	0.03853525441
675	0.03853525147
676	0.03853525147
677	0.03853524657
678	0.03853524481
679	0.03853524246
680	0.03852821146
681	0.03852143109
682	0.03851376481
683	0.03851376657
684	0.03851375815
685	0.03851375619
686	0.03851374014
687	0.03851293596
688	0.03851293596
689	0.03851292089
690	0.03851292089
691	0.0385129201
692	0.0385129248
693	0.03851291951
694	0.03851292069
695	0.03851291286
696	0.03850816684
697	0.03850561511
698	0.03850249305
699	0.03849555306
700	0.03848886828
701	0.03848378188
702	0.03848377914
703	0.03848108854
704	0.03847324855
705	0.03846654686
706	0.03846318965
707	0.03845569593
708	0.03845569848
709	0.03845278734
710	0.03844139752
711	0.03844139986
712	0.03844139458
713	0.0384413938
714	0.03843929837
715	0.03843472244
716	0.03843472244
717	0.03843056862
718	0.03841734469
719	0.03841272843
720	0.03841272921
721	0.03840782127
722	0.03839345331
723	0.03838745421
724	0.03838745421
725	0.03838312939
726	0.03837802255
727	0.03837197234
728	0.03837197214
729	0.03837196571
730	0.03837196296
731	0.03837196375
732	0.03837196121
733	0.03836745883
734	0.03836363429
735	0.03835203764
736	0.03834860556
737	0.03834546761
738	0.03834546367
739	0.03834545094
740	0.03834545094
741	0.03834545251
742	0.03834106999
743	0.03834106999
744	0.03833652594
745	0.038336523
746	0.03833652281
747	0.03833652555
748	0.03833650439
749	0.03833650028
750	0.03832703226
751	0.03832252876
752	0.03832252876
753	0.03831908764
754	0.03831287883
755	0.03830023221
756	0.03829079723
757	0.03828009691
758	0.03827509975
759	0.0382750923
760	0.03827508506
761	0.03827131792
762	0.03826821381
763	0.03826818678
764	0.03826818639
765	0.03826817307
766	0.03826517293
767	0.03826517508
768	0.03826516528
769	0.03826516528
770	0.03826516528
771	0.03826516371
772	0.03826229341
773	0.03826229224
774	0.03826228813
775	0.03826228715
776	0.03826227364
777	0.0382622654
778	0.03825840863
779	0.03825840589
780	0.03825840569
781	0.03825840432
782	0.03825839021
783	0.03825839276
784	0.038258381
785	0.038258381
786	0.03825836629
787	0.0382583514
788	0.03825834179
789	0.03825834218
790	0.03825833925
791	0.03825833846
792	0.03825573741
793	0.03825375789
794	0.03825374143
795	0.03825374026
796	0.03825373321
797	0.0382537295
798	0.03825372696
799	0.03825372774
800	0.03825372637
801	0.03825372656
802	0.03825372852
803	0.03824670006
804	0.03823619748
805	0.03823618219
806	0.03823618219
807	0.03823198084
808	0.03823198006
809	0.03822965899
810	0.03822965899
811	0.03822961962
812	0.03822961884
813	0.03822961277
814	0.03822961062
815	0.03822960513
816	0.03822960572
817	0.0382296022
818	0.03822737276
819	0.0382273667
820	0.038227362
821	0.03822736063
822	0.03822735358
823	0.03822735477
824	0.03822735301
825	0.03822735438
826	0.0382273491
827	0.0382273491
828	0.03822734223
829	0.03821374901
830	0.03820383969
831	0.03820382912
832	0.03820382617
833	0.03820381854
834	0.03820379857
835	0.03819972192
836	0.03819971624
837	0.03819590103
838	0.03819590162
839	0.03819588733
840	0.03819588772
841	0.03819587109
842	0.03819583075
843	0.03819582918
844	0.03819582488
845	0.03819582546
846	0.03819120609
847	0.03819117476
848	0.03819117418
849	0.03819117144
850	0.0381884191
851	0.03818842125
852	0.03818268859
853	0.03817525556
854	0.03817524205
855	0.03817060848
856	0.03816663383
857	0.03816663364
858	0.03816663364
859	0.03816357928
860	0.03815709365
861	0.03815356652
862	0.03815356672
863	0.03814781822
864	0.03814781822
865	0.03814782038
866	0.03814781901
867	0.03814781901
868	0.03814781117
869	0.03814781391
870	0.0381478102
871	0.03814778199
872	0.03814419527
873	0.03813913836
874	0.03813515898
875	0.03813503382
876	0.03813502853
877	0.03813502207
878	0.03813501541
879	0.03813498174
880	0.03813000406
881	0.03812997899
882	0.03812997507
883	0.03812997253
884	0.03812996352
885	0.03812995963
886	0.0381277779
887	0.03812777986
888	0.03812777516
889	0.03812777105
890	0.03812776537
891	0.03812776087
892	0.03812317434
893	0.03812315144
894	0.03811807309
895	0.03811068439
896	0.03810721134
897	0.03810721134
898	0.03810719919
899	0.03810719763
900	0.03810719489
901	0.0381057784
902	0.03810577331
903	0.03810575843
904	0.03810575686
905	0.03810573904
906	0.03810522536
907	0.03810522379
908	0.03810522379
909	0.03810522281
910	0.03810521714
911	0.03810521772
912	0.03810521205
913	0.03810521205
914	0.03810202466
915	0.03809805353
916	0.0380948313
917	0.03809106818
918	0.03808765076
919	0.03807992022
920	0.03807992022
921	0.03807662383
922	0.03807223247
923	0.03806940925
924	0.03806940651
925	0.03806623814
926	0.03806623834
927	0.03806623657
928	0.03806623559
929	0.03806623481
930	0.03806622855
931	0.03806622639
932	0.03806621758
933	0.03806621954
934	0.03806621093
935	0.03806621073
936	0.03806620917
937	0.03806620976
938	0.03806620878
939	0.0380662035
940	0.03806619293
941	0.03806611793
942	0.03806611421
943	0.03806611089
944	0.03806611089
945	0.03806610599
946	0.03806610482
947	0.03806610286
948	0.03806609796
949	0.03806609268
950	0.03805758924
951	0.03805483583
952	0.03804852638
953	0.03804091791
954	0.03804091556
955	0.03804089775
956	0.03804089775
957	0.03803640182
958	0.03803639771
959	0.03803638581
960	0.03803637582
961	0.03803636447
962	0.03803346477
963	0.03803346124
964	0.03803346026
965	0.03803345694
966	0.03803345694
967	0.03803143807
968	0.03803143003
969	0.03803142865
970	0.03803141495
971	0.03803140966
972	0.03802879289
973	0.03802879211
974	0.03802878859
975	0.03802878703
976	0.03802645904
977	0.03802645689
978	0.03802645513
979	0.03802642263
980	0.03802641813
981	0.03802641559
982	0.03802638484
983	0.03802636546
984	0.03802015944
985	0.03802016179
986	0.03802015377
987	0.03802015377
988	0.03802015749
989	0.03802015239
990	0.03802015102
991	0.0380201473
992	0.0380201285
993	0.03802012458
994	0.0380201148
995	0.03802011617
996	0.03802011323
997	0.0380201101
998	0.0380201101
999	0.03802010579
1000	0.03802009071
1001	0.03802009209
1002	0.03802007092
1003	0.03802006895
1004	0.03802006562
1005	0.03802006268
1006	0.03802005896
1007	0.03802005935
1008	0.03802005622
1009	0.0380200572
1010	0.03801732796
1011	0.03800570737
1012	0.03800569719
1013	0.0380056923
1014	0.03799917868
1015	0.03799915815
1016	0.03799915776
1017	0.03799915091
1018	0.03799701597
1019	0.03799698973
1020	0.03799697524
1021	0.03799697094
1022	0.03799156638
1023	0.03798604785
1024	0.03798602885
1025	0.03798601985
1026	0.03798598405
1027	0.03798597973
1028	0.03798597033
1029	0.03798578985
1030	0.03798577667
1031	0.03798577374
1032	0.03798577198
1033	0.03798576806
1034	0.0379857426
1035	0.03798573558
1036	0.03798573107
1037	0.03798571522
1038	0.03798264432
1039	0.03798248237
1040	0.0379824624
1041	0.03798245613
1042	0.03797904393
1043	0.03797904217
1044	0.03797903708
1045	0.03797904022
1046	0.03797904022
1047	0.03797903454
1048	0.03797903454
1049	0.03797903376
1050	0.03797903395
1051	0.03797902808
1052	0.03797902533
1053	0.03797902553
1054	0.03797902926
1055	0.03797902123
1056	0.03797902123
1057	0.03797902103
1058	0.03797902103
1059	0.03797898245
1060	0.03797897618
1061	0.03797897482
1062	0.03797896522
1063	0.03797896992
1064	0.03797895759
1065	0.03797095857
1066	0.03797095112
1067	0.03797094623
1068	0.03797094681
1069	0.03797093683
1070	0.03797089905
1071	0.03797089259
1072	0.03797088985
1073	0.03797088868
1074	0.03797088515
1075	0.03797087067
1076	0.03797086597
1077	0.03797086421
1078	0.03797086126
1079	0.0379708456
1080	0.03797084521
1081	0.03797083972
1082	0.03797084011
1083	0.03797083757
1084	0.03797083502
1085	0.03797083482
1086	0.03797083248
1087	0.03797082448
1088	0.03797081371
1089	0.03797079615
1090	0.03797077931
1091	0.03797077559
1092	0.03797076816
1093	0.03797076131
1094	0.03797076464
1095	0.03796709259
1096	0.03796249225
1097	0.03796249303
1098	0.03796249126
1099	0.03796248911
1100	0.03796248247
1101	0.03796248129
1102	0.03796247855
1103	0.03796247719
1104	0.0379624764
1105	0.03796246546
1106	0.03796246311
1107	0.03796245743
1108	0.03796245606
1109	0.03796245313
1110	0.03796245352
1111	0.03796245077
1112	0.03796244155
1113	0.03796242902
1114	0.03796242432
1115	0.03796240611
1116	0.03796240513
1117	0.03796009632
1118	0.03796008926
1119	0.03796008241
1120	0.03796007751
1121	0.03796007751
1122	0.03796006928
1123	0.03796006928
1124	0.03796006987
1125	0.03796006165
1126	0.03796003776
1127	0.03796004481
1128	0.03796003678
1129	0.03796002758
1130	0.03796001802
1131	0.03796001586
1132	0.03796001194
1133	0.03795999747
1134	0.03795999747
1135	0.03795999669
1136	0.03795999042
1137	0.03795998886
1138	0.03795998886
1139	0.03795998729
1140	0.03795998729
1141	0.03795998102
1142	0.03795998475
1143	0.03795997946
1144	0.0379599777
1145	0.0379599775
1146	0.0379599775
1147	0.0379599775
1148	0.03795993012
1149	0.03795993052
1150	0.03795992445
1151	0.03795991701
1152	0.03795991485
1153	0.03795991232
1154	0.03795990585
1155	0.03795990624
1156	0.0379599037
1157	0.0379599037
1158	0.0379599037
1159	0.0379599037
1160	0.03795973412
1161	0.03795972786
1162	0.03795970064
1163	0.03795970123
1164	0.03795970045
1165	0.03795968694
1166	0.03795968126
1167	0.03795967499
1168	0.03795967441
1169	0.03795966971
1170	0.03795966384
1171	0.03795966168
1172	0.03795965894
1173	0.0379596515
1174	0.03795965639
1175	0.037959647
1176	0.0379596468
1177	0.03795962958
1178	0.03795962958
1179	0.03795962723
1180	0.03795962488
1181	0.03795962253
1182	0.03795962156
1183	0.0379596104
1184	0.03795961118
1185	0.03795959552
1186	0.03795959336
1187	0.03795956575
1188	0.03795453723
1189	0.03795452725
1190	0.03795452548
1191	0.0379545245
1192	0.03795452078
1193	0.03795450395
1194	0.03795449122
1195	0.03795449103
1196	0.0379544875
1197	0.03795448064
1198	0.03795447908
1199	0.03795447692
1200	0.037954473
1201	0.0379544683
1202	0.03795446281
1203	0.03795446163
1204	0.03795445909
1205	0.03795269028
1206	0.03795268343
1207	0.0379526805
1208	0.03795267149
1209	0.03795267247
1210	0.03795267227
1211	0.03794638145
1212	0.03794637028
1213	0.0379463693
1214	0.03794634993
1215	0.03794634249
1216	0.0379463425
1217	0.03794632762
1218	0.03794631998
1219	0.037946319
1220	0.03794631959
1221	0.03794631665
1222	0.03794565637
1223	0.03794564229
1224	0.03794563817
1225	0.03794563583
1226	0.03794563563
1227	0.03794563367
1228	0.03794563191
1229	0.03794563269
1230	0.03794563093
1231	0.03794562779
1232	0.03794563014
1233	0.03794561663
1234	0.03794561526
1235	0.0379456129
1236	0.03794249711
1237	0.03794249965
1238	0.0379366378
1239	0.03793057537
1240	0.03793057302
1241	0.03793056891
1242	0.03793056871
1243	0.03793056871
1244	0.03793056871
1245	0.03793057048
1246	0.03793054952
1247	0.03793055227
1248	0.03792586627
1249	0.03792586627
1250	0.03792586
1251	0.03792585863
1252	0.03792585491
1253	0.03792585765
1254	0.03792585334
1255	0.03792585413
1256	0.03792285634
1257	0.03791954128
1258	0.03791953952
1259	0.03791953109
1260	0.03791952698
1261	0.03791952856
1262	0.03791952542
1263	0.0379195217
1264	0.03791952327
1265	0.03791951777
1266	0.03791951935
1267	0.03791951366
1268	0.03791382851
1269	0.03791382968
1270	0.03791382636
1271	0.03791382009
1272	0.03791381499
1273	0.03791381519
1274	0.03791381695
1275	0.03791381538
1276	0.03791381068
1277	0.03791380911
1278	0.03791379346
1279	0.03791379189
1280	0.03791379091
1281	0.03791377897
1282	0.03791377917
1283	0.03791377115
1284	0.03791377017
1285	0.03791376586
1286	0.03791376253
1287	0.03791376037
1288	0.03791376272
1289	0.03791375607
1290	0.03791375392
1291	0.03791375274
1292	0.03791374941
1293	0.03791374707
1294	0.03791374099
1295	0.03791373159
1296	0.03791373453
1297	0.03791372983
1298	0.03791372062
1299	0.03791371905
1300	0.03791371006
1301	0.03791370987
1302	0.03791370673
1303	0.03791370341
1304	0.03791370712
1305	0.0379136991
1306	0.03791370125
1307	0.03791369832
1308	0.03791369284
1309	0.0379113405
1310	0.03791133933
1311	0.03791133893
1312	0.03791133991
1313	0.03791133326
1314	0.03791133639
1315	0.03790741766
1316	0.03790740376
1317	0.03790740493
1318	0.03790739612
1319	0.03790739416
1320	0.03790739769
1321	0.03790739495
1322	0.03790738868
1323	0.03790738418
1324	0.0379073448
1325	0.0379073448
1326	0.0379073399
1327	0.0379073399
1328	0.03790734461
1329	0.03790734049
1330	0.03790733971
1331	0.03790733971
1332	0.03790732718
1333	0.03790732855
1334	0.03790731171
1335	0.0379073121
1336	0.03790731367
1337	0.03790731347
1338	0.03790731366
1339	0.03790731033
1340	0.03790730759
1341	0.03790730603
1342	0.03790730191
1343	0.03790729271
1344	0.03790729018
1345	0.0379072943
1346	0.03790728822
1347	0.03790728979
1348	0.03790727961
1349	0.0379072751
1350	0.03790727217
1351	0.03790726903
1352	0.03790727138
1353	0.03790726669
1354	0.03790726591
1355	0.03790726219
1356	0.03790726434
1357	0.03790726003
1358	0.03790726141
1359	0.03790725749
1360	0.03790725866
1361	0.03790725808
1362	0.03790725964
1363	0.03790725847
1364	0.03790725553
1365	0.03790725671
1366	0.0379072526
1367	0.03790725162
1368	0.03790725025
1369	0.03790725064
1370	0.03790724751
1371	0.0379072481
1372	0.03790724438
1373	0.03790723301
1374	0.03790722929
1375	0.03790723085
1376	0.03790722988
1377	0.03790721129
1378	0.03790721383
1379	0.03790721344
1380	0.03790720345
1381	0.03790717819
1382	0.03790717701
1383	0.03790717976
1384	0.03790309095
1385	0.03790308625
1386	0.03790308194
1387	0.03790308155
1388	0.03790307686
1389	0.03790307549
1390	0.03790306688
1391	0.03790305885
1392	0.03790305885
1393	0.03790305337
1394	0.03789711723
1395	0.03789255545
1396	0.0378925531
1397	0.03789254859
1398	0.03789254644
1399	0.03789253606
1400	0.03789253156
1401	0.03789251262
1402	0.03789250303
1403	0.03789245412
1404	0.03789244942
1405	0.03789244687
1406	0.03789244942
1407	0.03789242691
1408	0.03789242416
1409	0.0378924187
1410	0.03789241537
1411	0.03789241361
1412	0.03789241146
1413	0.03789240891
1414	0.03789239971
1415	0.03789239599
1416	0.03788585767
1417	0.03788585454
1418	0.0378858475
1419	0.03788584417
1420	0.03788584103
1421	0.03788583927
1422	0.03788583594
1423	0.03788582204
1424	0.03788581773
1425	0.03787895678
1426	0.03787895091
1427	0.03786967131
1428	0.03786967406
1429	0.03786966955
1430	0.0378696672
1431	0.03786966583
1432	0.03786966407
1433	0.03786965742
1434	0.03786965898
1435	0.03786965252
1436	0.03786965546
1437	0.03786965017
1438	0.03786150075
1439	0.03785707286
1440	0.03785279174
1441	0.03784818243
1442	0.03784102914
1443	0.03784102562
1444	0.0378410219
1445	0.0378410174
1446	0.0378410174
1447	0.03783393992
1448	0.03783061079
1449	0.03783059963
1450	0.03783057909
1451	0.03783057205
1452	0.03783056343
1453	0.03783054973
1454	0.03783054895
1455	0.0378305378
1456	0.03783053173
1457	0.03783052683
1458	0.03783052664
1459	0.03783051959
1460	0.0378305143
1461	0.03783051138
1462	0.03783050688
1463	0.03783049767
1464	0.03783049669
1465	0.03783049219
1466	0.03783048612
1467	0.03783046961
1468	0.03783047411
1469	0.03783046198
1470	0.03783045533
1471	0.03783045063
1472	0.03783044847
1473	0.03783044749
1474	0.03783044534
1475	0.03782687347
1476	0.03782341035
1477	0.03781871997
1478	0.03781871448
1479	0.03781865259
1480	0.03781864906
1481	0.03781864867
1482	0.03781864769
1483	0.03781864103
1484	0.03781863359
1485	0.03781441545
1486	0.03781002982
1487	0.03780606993
1488	0.03780606798
1489	0.03780606798
1490	0.03780606739
1491	0.03780606739
1492	0.03780223083
1493	0.03779750043
1494	0.03779745519
1495	0.03779263999
1496	0.03779263549
1497	0.03779220362
1498	0.03779220636
1499	0.03778985915
